name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand,car_age,selling_price
Hyundai i20 1.2 Sportz,2011,45000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5,Hyundai,15,300000
Fiat Linea 1.3 Active,2011,30000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.2,5,Fiat,15,250000
Maruti 800 Std,2006,59000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,Maruti,20,114999
Maruti Ertiga VXI Petrol,2018,6200,Petrol,Individual,Manual,First Owner,19.34,1462.0,103.0,7,Maruti,8,700000
Maruti Celerio X ZXI,2020,120000,Petrol,Individual,Manual,Second Owner,21.63,998.0,67.0,5,Maruti,6,250000
Maruti Wagon R LXI BS IV,2016,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,Maruti,10,350000
Maruti Omni 5 Str STD,1998,70000,Petrol,Individual,Manual,First Owner,14.0,796.0,35.0,5,Maruti,28,80000
Mahindra Scorpio S2 7 Seater,2017,110000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,7,Mahindra,9,850000
Hyundai Santro Xing XG,2004,158000,Petrol,Individual,Manual,First Owner,19.3,1248.0,82.0,5,Hyundai,22,70000
Chevrolet Spark 1.0 LS,2007,93000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5,Chevrolet,19,90000
Chevrolet Tavera Neo 3 10 Seats BSIII,2014,110000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10,Chevrolet,12,600000
Maruti Alto LX,2007,57000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,Maruti,19,135000
Hyundai Accent GLE,2005,120000,Petrol,Individual,Manual,First Owner,13.2,1495.0,94.0,5,Hyundai,21,150000
Maruti Swift Dzire VXi,2009,120000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5,Maruti,17,240000
Hyundai Creta 1.4 E Plus,2018,60000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5,Hyundai,8,946000
Tata Indigo eCS LX BSIV,2011,70000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5,Tata,15,215000
Maruti Zen LX,1999,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5,Maruti,27,50000
Honda Amaze S i-Dtech,2013,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5,Honda,13,310000
Hyundai i10 Magna,2008,35000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5,Hyundai,18,220000
Maruti Swift Vdi BSIII,2008,90000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5,Maruti,18,195000
Hyundai i20 Active 1.2 S,2015,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,Hyundai,11,650000
Hyundai i20 1.2 Magna,2011,98000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5,Hyundai,15,350000
Hyundai i20 Asta 1.2,2013,30000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5,Hyundai,13,360000
Hyundai Elantra SX,2013,50000,Petrol,Individual,Manual,Second Owner,16.3,1797.0,147.5,5,Hyundai,13,550000
Hyundai Grand i10 Sportz,2016,26000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,Hyundai,10,490000
Maruti Alto LXi,2011,46000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,15,195000
Maruti Alto LX,2010,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5,Maruti,16,125000
Tata Tiago 1.2 Revotron XZ,2019,10000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,Tata,7,459999
Maruti Alto 800 LXI,2015,16700,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,Maruti,11,275000
Maruti Swift Dzire VDI,2018,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,Maruti,8,680000
Maruti Swift Dzire ZXI,2015,7967,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5,Maruti,11,600000
Maruti Swift ZXI Plus,2018,20000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5,Maruti,8,720000
Maruti Swift VDI BSIV,2011,50000,Diesel,Individual,Manual,First Owner,19.3,1248.0,82.0,5,Maruti,15,295000
Renault KWID RXT Optional,2016,9656,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,Renault,10,356000
Hyundai i10 Era,2011,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5,Hyundai,15,225000
Ford Freestyle Titanium Diesel BSIV,2019,17000,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,5,Ford,7,725000
Chevrolet Spark 1.0 LT,2010,50000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5,Chevrolet,16,130000
Renault KWID RXT,2015,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,Renault,11,300000
Hyundai i20 Sportz 1.2,2013,43000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5,Hyundai,13,400000
Hyundai Verna 1.4 CX,2013,50000,Diesel,Individual,Manual,First Owner,23.5,1396.0,88.7,5,Hyundai,13,550000
Maruti Wagon R PRIMEA,2006,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.0,5,Maruti,20,120000
Mahindra Xylo D4 BSIV,2012,100000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,8,Mahindra,14,409999
Mahindra Bolero 2011-2019 SLX,2012,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,Mahindra,14,450000
Maruti Swift VXI,2019,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5,Maruti,7,610000
Ford Ecosport 1.5 DV5 MT Trend,2016,68609,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5,Ford,10,515000
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,33360,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5,Ford,8,925000
Nissan Kicks XL BSIV,2019,14317,Petrol,Dealer,Manual,First Owner,14.23,1498.0,104.55,5,Nissan,7,860000
Ford Figo Diesel Titanium,2012,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.05,5,Ford,14,225000
Ford Figo 1.5D Trend MT,2017,62960,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5,Ford,9,500000
Maruti Swift Dzire AMT VXI,2017,26634,Petrol,Dealer,Automatic,First Owner,21.21,1197.0,81.8,5,Maruti,9,600000
Ford Figo Diesel EXI Option,2012,163720,Diesel,Dealer,Manual,First Owner,18.5,1399.0,68.0,5,Ford,14,195000
Maruti Wagon R LXI BS IV,2012,67998,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5,Maruti,14,265000
Ford Freestyle Trend Diesel,2018,20706,Diesel,Dealer,Manual,First Owner,23.8,1499.0,98.63,5,Ford,8,650000
Ford Figo Aspire 1.5 TDCi Trend,2015,100581,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5,Ford,11,415000
Renault Duster 85PS Diesel RxE Adventure,2015,67303,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5,Renault,11,600000
Maruti Ritz VXi,2013,79139,Petrol,Dealer,Manual,First Owner,18.5,1197.0,85.8,5,Maruti,13,340000
Hyundai Grand i10 CRDi Sportz,2014,84784,Diesel,Dealer,Manual,First Owner,24.0,1120.0,70.0,5,Hyundai,12,350000
Maruti Ritz LDi,2012,130376,Diesel,Dealer,Manual,Second Owner,23.2,1248.0,73.94,5,Maruti,14,265000
Tata Safari DICOR 2.2 EX 4x2,2017,72000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7,Tata,9,625000
Hyundai Verna CRDi SX,2008,127000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5,Hyundai,18,245000
Maruti Swift VDI BSIV,2014,120000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,Maruti,12,395000
Fiat Punto 1.3 Emotion,2010,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Fiat,16,190000
Hyundai Xcent 1.1 CRDi S,2014,100000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5,Hyundai,12,490000
Toyota Etios GD,2012,148000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Toyota,14,450000
Maruti Ertiga SHVS VDI,2018,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7,Maruti,8,955000
Maruti Swift Dzire VDI,2013,110000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,Maruti,13,525000
Tata Tigor 1.2 Revotron XZ Option,2017,30000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5,Tata,9,550000
Tata Indica Vista TDI LX,2014,120000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5,Tata,12,200000
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,15000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5,Ford,9,500000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,33500,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5,Maruti,10,825000
Mahindra Quanto C6,2012,70000,Diesel,Individual,Manual,First Owner,17.21,1493.0,100.0,7,Mahindra,14,250000
Toyota Etios Cross 1.2L G,2015,10000,Petrol,Individual,Manual,First Owner,18.16,1197.0,78.8,5,Toyota,11,600000
Mahindra Scorpio S7 120,2018,22053,Diesel,Individual,Manual,First Owner,16.36,2179.0,120.0,7,Mahindra,8,1325000
Mahindra TUV 300 T8,2016,50000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7,Mahindra,10,770000
Chevrolet Optra Magnum 2.0 LS,2011,78432,Diesel,Individual,Manual,First Owner,16.52,1991.0,123.7,5,Chevrolet,15,415000
Hyundai Santa Fe 4X4,2011,125000,Diesel,Individual,Manual,Second Owner,14.66,2199.0,194.3,7,Hyundai,15,825000
Ford Aspire Trend Diesel BSIV,2018,80000,Diesel,Individual,Manual,First Owner,26.1,1498.0,99.23,5,Ford,8,530000
Toyota Innova 2.5 V Diesel 8-seater,2006,270000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8,Toyota,20,425000
Honda Brio V MT,2012,50000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5,Honda,14,310000
Tata Tiago 1.2 Revotron XZ,2017,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,Tata,9,390000
Hyundai Creta 1.6 VTVT E Plus,2016,30000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5,Hyundai,10,700000
Hyundai i10 Sportz 1.1L,2010,70000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5,Hyundai,16,200000
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,7200,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8,Toyota,13,1050000
Honda City i DTEC SV,2014,97000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5,Honda,12,580000
Hyundai EON Era Plus,2014,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,Hyundai,12,200000
Chevrolet Sail Hatchback Petrol LS ABS,2013,25000,Petrol,Individual,Manual,First Owner,18.2,1199.0,84.8,5,Chevrolet,13,245000
Hyundai i10 Sportz,2010,94000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5,Hyundai,16,210000
Maruti Baleno LXI,2005,90000,Petrol,Individual,Manual,Second Owner,15.4,1590.0,94.0,5,Maruti,21,50000
Chevrolet Captiva 2.2 LTZ AWD,2012,50000,Diesel,Individual,Automatic,Second Owner,12.12,2231.0,184.0,7,Chevrolet,14,700000
Tata Bolt Quadrajet XE,2019,35000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5,Tata,7,660000
Honda City i VTEC V,2015,117500,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5,Honda,11,630000
Mahindra XUV500 W8 2WD,2012,78500,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,Mahindra,14,950000
Hyundai i20 1.2 Asta Dual Tone,2018,8000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,8,740000
Ford Figo Aspire 1.2 Ti-VCT Sports Edition,2017,25000,Petrol,Individual,Manual,First Owner,18.12,1196.0,86.8,5,Ford,9,570000
Hyundai Verna 1.6 SX,2012,60000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5,Hyundai,14,450000
Datsun RediGO 1.0 T Option,2019,10000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5,Datsun,7,390000
Ford Ikon 1.6 Nxt,2009,70000,Petrol,Individual,Manual,Second Owner,14.2,1597.0,92.0,5,Ford,17,180000
Tata Nano LX,2015,60000,Petrol,Individual,Manual,First Owner,25.4,624.0,37.48,4,Tata,11,130000
Honda City 2017-2020 GXi,2006,70000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5,Honda,20,270000
Maruti 800 DX,1997,25000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4,Maruti,29,60000
Hyundai Verna 1.6 Xi ABS,2006,90000,Petrol,Individual,Manual,Third Owner,13.9,1599.0,103.2,5,Hyundai,20,170000
Hyundai Creta 1.6 CRDi SX,2015,90000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,Hyundai,11,978999
Tata Tiago 1.2 Revotron XM,2018,25000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,Tata,8,490000
Ford Fiesta Diesel Style,2012,60000,Diesel,Individual,Manual,Second Owner,23.5,1498.0,88.7,5,Ford,14,280000
Tata Tiago 1.2 Revotron XM,2018,25000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,Tata,8,390000
Maruti Alto 800 VXI,2013,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74,796.0,47.3,5,Maruti,13,170000
Chevrolet Spark 1.0,2008,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5,Chevrolet,18,45000
Maruti Ertiga SHVS VDI,2016,80000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7,Maruti,10,640000
Mahindra Scorpio S2 9 Seater,2015,110000,Diesel,Individual,Manual,Second Owner,15.4,2523.0,75.0,9,Mahindra,11,650000
Mahindra Scorpio LX,2013,115717,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9,Mahindra,13,500000
Ford Fusion Plus 1.4 TDCi Diesel,2008,110000,Diesel,Individual,Manual,Second Owner,17.7,1399.0,68.0,5,Ford,18,90000
Tata Aria Pure LX 4x2,2014,70000,Diesel,Individual,Manual,Second Owner,15.05,2179.0,147.9,7,Tata,12,480000
Maruti Swift VXI,2019,4000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5,Maruti,7,630000
Hyundai i10 Sportz,2011,50000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5,Hyundai,15,250000
Hyundai Grand i10 Sportz,2016,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1197.0,82.0,5,Hyundai,10,330000
Hyundai i10 Magna,2009,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5,Hyundai,17,180000
Hyundai i20 Magna,2010,50000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5,Hyundai,16,210000
Maruti Swift Dzire ZDI,2016,55000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,Maruti,10,550000
Tata Nexon 1.2 Revotron XZA Plus,2020,5000,Petrol,Individual,Automatic,First Owner,17.0,1198.0,108.5,5,Tata,6,950000
Mahindra Bolero 2011-2019 ZLX,2013,100000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7,Mahindra,13,430000
Hyundai i10 Sportz,2014,23000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5,Hyundai,12,348000
Maruti Alto 800 LX,2014,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,Maruti,12,196000
Maruti Wagon R LXI Minor,2010,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5,Maruti,16,150000
Hyundai Santro Xing XS eRLX Euro III,2005,82000,Petrol,Individual,Manual,Fourth & Above Owner,19.3,1248.0,82.0,5,Hyundai,21,90000
Maruti Wagon R LXI Minor,2009,60000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5,Maruti,17,150000
Tata Safari Storme VX Varicor 400,2019,100000,Diesel,Individual,Manual,First Owner,14.1,2179.0,153.86,7,Tata,7,1250000
Maruti Ertiga VDI,2015,90000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7,Maruti,11,600000
Tata Nano Lx BSIV,2010,26432,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.48,4,Tata,16,65000
Maruti Omni E 8 Str STD,2016,46702,Petrol,Dealer,Manual,First Owner,16.8,796.0,34.2,8,Maruti,10,220000
Maruti Omni E 8 Str STD,2016,46706,Petrol,Dealer,Manual,First Owner,16.8,796.0,34.2,8,Maruti,10,220000
Tata Indica V2 eXeta GLS,2006,53523,Petrol,Dealer,Manual,First Owner,16.84,1193.0,64.4,5,Tata,20,110000
Chevrolet Beat Diesel LT,2012,56365,Diesel,Dealer,Manual,First Owner,25.44,936.0,56.3,5,Chevrolet,14,175000
Chevrolet Spark 1.0 LT,2011,49563,Petrol,Dealer,Manual,First Owner,16.2,995.0,62.1,5,Chevrolet,15,160000
Maruti 800 Std BSIII,2004,56432,Petrol,Dealer,Manual,First Owner,16.1,796.0,37.0,4,Maruti,22,65000
Maruti 800 AC,2002,52365,Petrol,Dealer,Manual,Second Owner,16.1,796.0,37.0,4,Maruti,24,60000
Maruti Alto LXi BSIII,2007,53512,Petrol,Dealer,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,19,120000
Hyundai Santro Xing XG,2005,53563,Petrol,Dealer,Manual,Second Owner,19.3,1248.0,82.0,5,Hyundai,21,110000
Mahindra Ssangyong Rexton RX7,2013,40000,Diesel,Individual,Automatic,First Owner,11.18,2696.0,184.0,7,Mahindra,13,1000000
Maruti Wagon R LXI BS IV,2010,46533,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5,Maruti,16,220000
Maruti Omni E 8 Str STD,2005,59635,Petrol,Dealer,Manual,Second Owner,19.3,1248.0,82.0,5,Maruti,21,105000
Maruti Omni 8 Seater BSIV,2008,58632,Petrol,Dealer,Manual,Second Owner,14.0,796.0,35.0,5,Maruti,18,114999
Maruti Omni LPG STD BSIV,2008,58632,LPG,Dealer,Manual,Second Owner,19.3,1248.0,82.0,5,Maruti,18,110000
Mahindra XUV500 AT W6 2WD,2016,80000,Diesel,Individual,Automatic,Second Owner,16.0,2179.0,140.0,7,Mahindra,10,850000
Maruti Ertiga SHVS VDI,2016,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7,Maruti,10,750000
Renault KWID 1.0 RXT Optional,2017,90000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5,Renault,9,265000
Ford Classic 1.6 Duratec Titanium,2014,110000,Petrol,Individual,Manual,Second Owner,14.09,1596.0,99.6,5,Ford,12,450000
Mahindra Quanto C6,2013,90000,Diesel,Individual,Manual,First Owner,17.21,1493.0,100.0,7,Mahindra,13,225000
Mahindra Scorpio S10 7 Seater,2015,70000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7,Mahindra,11,1125000
Maruti Swift VXI with ABS,2009,80000,Petrol,Individual,Manual,First Owner,16.6,1197.0,85.0,5,Maruti,17,270000
Maruti Alto LX,2007,78000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,Maruti,19,130000
Mahindra Bolero Power Plus SLE,2017,45000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7,Mahindra,9,660000
Maruti Alto K10 VXI,2015,50000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5,Maruti,11,240000
Maruti Alto 800 LXI,2017,58000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,Maruti,9,275000
Toyota Innova 2.5 VX 8 STR BSIV,2012,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8,Toyota,14,750000
Chevrolet Aveo U-VA 1.2,2007,30000,Petrol,Individual,Manual,Second Owner,14.7,1150.0,76.0,5,Chevrolet,19,65000
Tata Safari Storme EX,2017,162000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7,Tata,9,850000
Maruti Wagon R LXI CNG,2016,50000,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,5,Maruti,10,300000
Hyundai i20 1.2 Magna Executive,2018,25000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5,Hyundai,8,555000
Mahindra Scorpio 1.99 S6 Plus,2015,60000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7,Mahindra,11,825000
Hyundai Santro Xing GLS LPG,2010,70000,LPG,Individual,Manual,Third Owner,13.45,1086.0,62.1,5,Hyundai,16,150000
Maruti Swift Dzire VDi,2009,138000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,Maruti,17,185000
Hyundai i10 Magna,2010,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5,Hyundai,16,180000
Maruti Alto LXi,2010,48000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,16,160000
Ford Endeavour 3.0L 4X2 AT,2012,110000,Diesel,Individual,Automatic,First Owner,11.4,2953.0,153.86,7,Ford,14,500000
Maruti Swift VDI BSIV,2014,88000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5,Maruti,12,375000
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,68000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7,Toyota,11,900000
Hyundai Grand i10 Sportz,2017,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,Hyundai,9,459999
Renault Duster 85PS Diesel RxL,2014,80000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5,Renault,12,480000
Maruti Swift VDI,2013,100000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5,Maruti,13,320000
Maruti Swift VDI,2013,96000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5,Maruti,13,370000
Hyundai Santro Xing Base,2005,123219,Petrol,Individual,Manual,Third Owner,19.3,1248.0,82.0,5,Hyundai,21,80000
Maruti Zen LX,2002,30000,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,5,Maruti,24,75000
Maruti Ritz LDi,2016,60000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,5,Maruti,10,400000
Honda City 1.5 GXI CVT,2005,90000,Petrol,Individual,Automatic,Second Owner,19.3,1248.0,82.0,5,Honda,21,250000
Maruti Swift VDI BSIV,2014,65000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,Maruti,12,425000
Maruti Celerio ZXI,2014,48000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5,Maruti,12,325000
Hyundai Grand i10 Magna,2016,65300,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5,Hyundai,10,350000
Hyundai i20 1.2 Asta Dual Tone,2018,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,8,600000
Chevrolet Beat Diesel,2012,60000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5,Chevrolet,14,120000
Maruti Alto K10 2010-2014 VXI,2012,70000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5,Maruti,14,200000
Maruti Alto LXi BSIII,2008,70000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5,Maruti,18,100000
Hyundai Grand i10 CRDi Asta,2014,70000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5,Hyundai,12,350000
Maruti Alto LXi,2006,150000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,20,85000
Maruti Alto K10 VXI Optional,2019,10000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5,Maruti,7,399000
Hyundai Verna 1.6 CRDI,2014,56000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5,Hyundai,12,580000
Datsun RediGO T Option,2017,30000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5,Datsun,9,290000
Hyundai Grand i10 Magna,2014,50000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5,Hyundai,12,380000
Ford Figo Diesel EXI,2010,120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5,Ford,16,200000
Maruti Wagon R LXI CNG,2018,40000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5,Maruti,8,390000
Hyundai Grand i10 1.2 Kappa Asta,2017,27500,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,Hyundai,9,500000
Maruti Ertiga VDI,2012,73000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,Maruti,14,520000
Maruti Swift Dzire VDI,2017,75000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,Maruti,9,650000
Renault KWID Climber 1.0 MT,2018,5000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5,Renault,8,380000
Maruti Wagon R LXI LPG BSIV,2010,50000,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,5,Maruti,16,275000
Maruti Swift Dzire VDI,2015,70000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,Maruti,11,520000
Maruti Swift Dzire VDI,2015,60000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,Maruti,11,610000
Maruti Wagon R LXI,2004,110000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,Maruti,22,85000
Renault Duster 85PS Diesel RxL Optional,2013,95000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5,Renault,13,490000
Hyundai EON Era Plus,2015,34000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,Hyundai,11,229999
Hyundai Grand i10 Sportz,2015,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,Hyundai,11,411000
Maruti Eeco CNG 5 Seater AC BSIV,2019,120000,CNG,Individual,Manual,Second Owner,21.94,1196.0,61.7,5,Maruti,7,362000
Toyota Etios Cross 1.4L GD,2014,31000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5,Toyota,12,550000
